account,session,url,reel_like_count,reel_comment_count,reel_duration,watch_time_seconds,watch_time_percentage,liked,positive_comment,followed,shared,saved,visited_profile,negative_comment,not_interested,datetime
minesweeper_enthusiast,0,reels/C92g_KDM9rM/,1,1,15.439817,7.7199085,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:55:30
minesweeper_enthusiast,0,reels/C972UXNRA2L/,1,1,13.978412,6.989206,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:55:37
minesweeper_enthusiast,0,reels/C-Fkj3BOOhT/,1,1,3.433333,1.7166665,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:55:38
minesweeper_enthusiast,0,reels/C-HusjMC_je/,1,1,11.033333,5.5166665,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:55:43
minesweeper_enthusiast,0,reels/C-F6S05skj2/,1,1,12.366666,6.183333,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:55:49
minesweeper_enthusiast,0,reels/C-E4Qj_yezW/,1,1,51.03333333333333,25.516666666666666,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:56:14
minesweeper_enthusiast,0,reels/C9yWCpLPIfL/,1,1,32.36666666666667,16.183333333333334,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:56:30
minesweeper_enthusiast,0,reels/C-A1HIOxeWt/,1,1,11.666666,5.833333,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:56:35
minesweeper_enthusiast,0,reels/C8tRS46tP8K/,1,1,4.92263,2.461315,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:56:37
minesweeper_enthusiast,0,reels/C9e9Tb6vUeV/,1,1,6.130067,3.0650335,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:56:40
minesweeper_enthusiast,0,reels/C8b6jyWOUJX/,1,1,10.999999,5.4999995,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:56:45
minesweeper_enthusiast,0,reels/C95D6M0p_-E/,1,1,54.6,27.3,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:57:12
minesweeper_enthusiast,0,reels/C-CWssjo0D7/,1,1,14.373151,7.1865755,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:57:19
minesweeper_enthusiast,0,reels/C8kxwvHuFy5/,1,1,7.533333,3.7666665,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:57:22
minesweeper_enthusiast,0,reels/C74C0GDIXV2/,1,1,11.818956,5.909478,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:57:28
minesweeper_enthusiast,0,reels/C8t3lFWoPfr/,1,1,6.666666,3.333333,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:57:30
minesweeper_enthusiast,0,reels/C9j3xLkyd7s/,1,1,23.336054,11.668027,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:57:42
minesweeper_enthusiast,0,reels/C9EX0fuOHPF/,1,1,4.499999,2.2499995,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:57:44
minesweeper_enthusiast,0,reels/C8VFpolvUIH/,1,1,5.166666,2.583333,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:57:46
minesweeper_enthusiast,0,reels/C9x5NYOSITv/,1,1,29.069931,14.5349655,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:58:00
minesweeper_enthusiast,0,reels/C9iiyHQSngZ/,1,1,28.302267,14.1511335,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:58:13
minesweeper_enthusiast,0,reels/C9Vwxg2SwuD/,1,1,22.6,11.3,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:58:24
minesweeper_enthusiast,0,reels/C8aKw0LvsEZ/,1,1,3.157913,1.5789565,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:58:27
minesweeper_enthusiast,0,reels/C94u9fLA5RE/,1,1,6.471627,3.2358135,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:58:30
minesweeper_enthusiast,0,reels/C9k0oZBoa7q/,1,1,7.766666,3.883333,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:58:33
minesweeper_enthusiast,0,reels/C-BddcTS5yT/,1,1,59.766666666666666,29.883333333333333,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:59:03
minesweeper_enthusiast,0,reels/C-GJ7mUSsG1/,1,1,59.43333333333333,29.716666666666665,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:59:32
minesweeper_enthusiast,0,reels/C-Cl0sWyYCf/,1,1,6.033333,3.0166665,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:59:35
minesweeper_enthusiast,0,reels/C9-vGKlxPK2/,1,1,20.019936,10.009968,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:59:44
minesweeper_enthusiast,0,reels/C93jOWGPsSN/,1,1,3.340013,1.6700065,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:59:46
minesweeper_enthusiast,0,reels/C9-reoOMaio/,1,1,19.233333333333334,9.616666666666667,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:59:55
minesweeper_enthusiast,0,reels/C-BD_AyOU4L/,1,1,12.676643,6.3383215,0.5,0,0,0,0,0,0,0,0,2024-08-01 21:00:01
minesweeper_enthusiast,0,reels/C98gSEFu_PL/,1,1,5.266666,2.633333,0.5,0,0,0,0,0,0,0,0,2024-08-01 21:00:03
minesweeper_enthusiast,0,reels/C-CcqYaRvry/,1,1,34.333333333333336,17.166666666666668,0.5,0,0,0,0,0,0,0,0,2024-08-01 21:00:20
minesweeper_enthusiast,0,reels/C-DH3HiRe5D/,1,1,59.766666666666666,29.883333333333333,0.5,0,0,0,0,0,0,0,0,2024-08-01 21:00:50
minesweeper_enthusiast,0,reels/C90y6d1ygDS/,1,1,1.166666,0.583333,0.5,0,0,0,0,0,0,0,0,2024-08-01 21:00:51
